Setting up DRV SPI
Finished DRV SPI setup
Testing position 1 at speeds of 1, 0.5, then 0.25
4	6	4.72040	4.721
5	4	3.62371	3.624
6	2	5.84021	5.840
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.08448	5.085
2	6	-0.92457	0.925
3	2	-6.24559	6.246
4	5	-3.04267	3.043
5	1	-4.05327	4.053
6	4	-2.02251	2.023
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.61453	2.615
2	3	0.43802	0.438
3	1	1.64768	1.648
4	6	4.72066	4.721
5	4	3.62302	3.623
6	2	5.84238	5.842
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.08437	5.084
2	6	-0.92153	0.922
3	2	-6.24525	6.245
4	5	-3.04290	3.043
5	1	-4.05400	4.054
6	4	-2.02367	2.024
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.61475	2.615
2	3	0.44009	0.440
3	1	1.64587	1.646
4	6	4.72065	4.721
5	4	3.62325	3.623
6	2	5.84250	5.843
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.08461	5.085
2	6	-0.92143	0.922
3	2	-6.24537	6.245
4	5	-3.04349	3.044
5	1	-4.05436	4.054
6	4	-2.02316	2.023
7	0	0.00000	0.000

Advancing to position 1
0	0	0.00000	0.000
1	5	3.11948	0.624
2	3	0.79861	0.160
3	1	2.14778	0.430
4	6	5.27887	1.056
5	4	4.14593	0.829
6	2	6.25473	1.251
7	0	0.00000	0.000

Testing position 1 at speed of 1
0	0	0.00000	0.000
1	5	2.62730	2.627
2	3	0.59158	0.592
3	1	1.51236	1.512
4	6	4.73312	4.733
5	4	3.68968	3.690
6	2	5.77169	5.772
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.19709	5.197
2	6	-0.88740	0.887
3	2	-6.13389	6.134
4	5	-3.05483	3.055
5	1	-4.15017	4.150
6	4	-1.93362	1.934
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.62492	2.625
2	3	0.56193	0.562
3	1	1.51075	1.511
4	6	4.73407	4.734
5	4	3.68791	3.688
6	2	5.77315	5.773
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.19807	5.198
2	6	-0.88750	0.888
3	2	-6.13436	6.134
4	5	-3.05402	3.054
5	1	-4.14993	4.150
6	4	-1.93351	1.934
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.62492	2.625
2	3	0.55992	0.560
3	1	1.51065	1.511
4	6	4.73337	4.733
5	4	3.68744	3.688
6	2	5.77303	5.773
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.19748	5.198
2	6	-0.88992	0.890
3	2	-6.13448	6.135
4	5	-3.05357	3.054
5	1	-4.14910	4.149
6	4	-1.93467	1.935
7	0	0.00000	0.000

